timestamp,avg_tegangan,avg_arus,avg_daya,max_daya,energi_kwh,avg_frekuensi,avg_pf
2025-02-17 17:15:00,221.20,1.5643,346.03,663.02,0.086506,49.93,0.839
2025-02-17 17:30:00,225.24,1.5207,342.51,501.11,0.085628,50.14,0.897
2025-02-17 17:45:00,221.94,1.5344,340.54,715.15,0.085136,49.98,0.880
2025-02-17 18:00:00,223.66,1.2600,281.82,587.50,0.070455,50.07,0.869
2025-02-17 18:15:00,223.64,1.4264,319.01,552.45,0.079753,50.20,0.837
2025-02-17 18:30:00,227.51,1.3860,315.33,605.51,0.078834,49.81,0.962
2025-02-17 18:45:00,219.63,1.2702,278.97,429.43,0.069743,49.84,0.913
2025-02-17 19:00:00,226.43,1.1357,257.16,491.42,0.064291,49.90,0.902
2025-02-17 19:15:00,219.71,1.1858,260.53,465.01,0.065132,50.14,0.942
2025-02-17 19:30:00,220.94,1.3851,306.03,469.35,0.076508,49.88,0.924
2025-02-17 19:45:00,221.57,1.2170,269.66,409.94,0.067415,50.08,0.980
2025-02-17 20:00:00,225.43,1.2684,285.93,437.07,0.071483,50.12,0.963
2025-02-17 20:15:00,226.68,1.4647,332.03,492.55,0.083007,49.85,0.897
2025-02-17 20:30:00,220.82,1.4665,323.83,481.52,0.080959,50.16,0.976
2025-02-17 20:45:00,224.55,1.4776,331.79,705.06,0.082949,50.19,0.904
2025-02-17 21:00:00,223.50,1.5413,344.50,512.15,0.086124,49.98,0.861
2025-02-17 21:15:00,218.73,1.7413,380.87,991.66,0.095219,50.01,0.933
2025-02-17 21:30:00,217.69,1.6100,350.49,545.95,0.087621,50.05,0.852
2025-02-17 21:45:00,220.19,1.4429,317.71,566.12,0.079428,50.07,0.900
2025-02-17 22:00:00,221.85,1.9039,422.39,677.69,0.105598,50.10,0.901
2025-02-17 22:15:00,217.81,2.0920,455.64,800.88,0.113911,50.13,0.949
2025-02-17 22:30:00,227.74,1.7278,393.49,745.79,0.098372,49.99,0.975
2025-02-17 22:45:00,222.25,1.8053,401.24,807.48,0.100309,49.82,0.936
2025-02-17 23:00:00,227.53,3.8746,881.57,1511.85,0.220393,49.87,0.961
2025-02-17 23:15:00,223.45,5.9177,1322.31,2376.84,0.330577,50.16,0.893
2025-02-17 23:30:00,218.90,4.2373,927.53,2032.56,0.231883,50.13,0.925
2025-02-17 23:45:00,221.39,4.2221,934.73,1948.17,0.233684,49.87,0.895
2025-02-18 00:00:00,219.26,4.2786,938.13,1905.13,0.234533,50.09,0.897
2025-02-18 00:15:00,227.56,4.1908,953.67,1636.34,0.238419,49.84,0.977
2025-02-18 00:30:00,226.70,6.3926,1449.19,3421.00,0.362299,49.83,0.865
2025-02-18 00:45:00,222.20,4.3501,966.59,2036.54,0.241648,49.89,0.904
2025-02-18 01:00:00,219.67,3.5048,769.90,1174.18,0.192475,49.95,0.859
2025-02-18 01:15:00,223.83,4.9545,1108.99,1638.91,0.277247,50.12,0.899
2025-02-18 01:30:00,223.16,3.1972,713.49,1559.34,0.178371,50.01,0.827
2025-02-18 01:45:00,224.53,3.8256,858.98,1644.48,0.214745,50.00,0.912
2025-02-18 02:00:00,222.65,2.5627,570.58,847.96,0.142645,49.87,0.851
2025-02-18 02:15:00,225.17,2.0205,454.95,768.70,0.113739,49.90,0.875
2025-02-18 02:30:00,224.61,2.4763,556.20,977.24,0.139051,49.98,0.856
2025-02-18 02:45:00,223.79,2.4132,540.05,1162.75,0.135011,50.00,0.940
2025-02-18 03:00:00,219.50,2.3052,505.99,972.14,0.126499,50.08,0.956
2025-02-18 03:15:00,222.40,2.2447,499.21,956.95,0.124803,49.99,0.937
2025-02-18 03:30:00,222.91,1.8727,417.44,757.25,0.104360,49.94,0.903
2025-02-18 03:45:00,221.60,1.8506,410.10,673.74,0.102526,50.01,0.913
2025-02-18 04:00:00,227.24,2.3986,545.06,903.96,0.136265,50.20,0.894
2025-02-18 04:15:00,224.68,2.4046,540.26,1188.40,0.135066,49.81,0.964
2025-02-18 04:30:00,222.77,2.4961,556.05,1182.66,0.139014,50.14,0.915
2025-02-18 04:45:00,222.13,2.4577,545.92,1023.67,0.136481,49.91,0.958
2025-02-18 05:00:00,218.47,3.1461,687.32,1219.93,0.171829,49.96,0.967
2025-02-18 05:15:00,224.75,2.5941,583.02,891.36,0.145755,49.86,0.917
2025-02-18 05:30:00,226.89,2.8296,642.00,1049.96,0.160499,49.89,0.893
2025-02-18 05:45:00,226.92,2.5896,587.63,1160.33,0.146908,50.11,0.956
2025-02-18 06:00:00,222.28,2.3555,523.57,1131.18,0.130893,50.16,0.977
2025-02-18 06:15:00,226.08,2.7079,612.20,1272.29,0.153051,49.92,0.842
2025-02-18 06:30:00,219.91,2.4721,543.66,1031.84,0.135915,50.09,0.973
2025-02-18 06:45:00,227.05,2.7359,621.18,907.15,0.155295,49.99,0.857
2025-02-18 07:00:00,218.06,1.8827,410.55,776.45,0.102637,50.07,0.893
2025-02-18 07:15:00,226.18,1.8712,423.24,630.62,0.105810,50.02,0.923
2025-02-18 07:30:00,218.85,2.0763,454.39,722.10,0.113599,50.11,0.839
2025-02-18 07:45:00,224.72,2.0587,462.64,766.54,0.115659,49.85,0.868
2025-02-18 08:00:00,221.67,2.2054,488.87,905.82,0.122217,50.09,0.850
2025-02-18 08:15:00,218.86,2.4851,543.90,767.42,0.135974,49.94,0.942
2025-02-18 08:30:00,221.67,2.3051,510.98,1046.98,0.127745,50.02,0.875
2025-02-18 08:45:00,221.48,2.0182,446.98,784.39,0.111744,49.84,0.909
2025-02-18 09:00:00,227.74,2.7757,632.15,1020.38,0.158038,50.03,0.959
2025-02-18 09:15:00,226.01,3.3009,746.04,1401.44,0.186510,50.15,0.912
2025-02-18 09:30:00,222.21,3.1257,694.58,1028.55,0.173644,49.89,0.869
2025-02-18 09:45:00,225.36,2.7359,616.57,938.54,0.154142,49.93,0.904
2025-02-18 10:00:00,218.45,3.8661,844.55,1478.12,0.211137,50.19,0.926
2025-02-18 10:15:00,222.47,3.6502,812.05,1263.81,0.203012,49.82,0.962
2025-02-18 10:30:00,217.89,3.6221,789.22,1420.70,0.197305,50.09,0.948
2025-02-18 10:45:00,224.67,3.4276,770.08,1436.12,0.192521,50.08,0.971
2025-02-18 11:00:00,227.89,4.1321,941.69,1898.67,0.235422,50.08,0.923
2025-02-18 11:15:00,226.87,5.1876,1176.89,1671.73,0.294221,50.17,0.944
2025-02-18 11:30:00,220.66,4.3068,950.32,1646.59,0.237580,49.83,0.865
2025-02-18 11:45:00,222.69,5.3240,1185.60,1942.08,0.296401,49.87,0.859
2025-02-18 12:00:00,220.88,5.0573,1117.07,1978.14,0.279268,49.98,0.829
2025-02-18 12:15:00,222.56,5.0032,1113.52,1665.07,0.278380,50.16,0.898
2025-02-18 12:30:00,218.74,5.5287,1209.37,2132.20,0.302342,49.92,0.869
2025-02-18 12:45:00,218.03,6.1093,1331.98,2539.82,0.332994,49.95,0.874
2025-02-18 13:00:00,226.93,4.9921,1132.87,2094.96,0.283217,50.11,0.875
2025-02-18 13:15:00,223.55,5.3458,1195.03,2198.21,0.298757,49.91,0.927
2025-02-18 13:30:00,225.72,4.6929,1059.29,1835.99,0.264822,50.15,0.936
2025-02-18 13:45:00,224.88,5.1729,1163.28,1927.78,0.290820,50.09,0.938
2025-02-18 14:00:00,225.56,4.5832,1033.80,1537.40,0.258449,49.81,0.828
2025-02-18 14:15:00,222.92,4.0796,909.44,1984.09,0.227360,49.96,0.954
2025-02-18 14:30:00,227.80,4.9114,1118.80,1667.89,0.279699,50.08,0.937
2025-02-18 14:45:00,217.95,5.4632,1190.68,2092.22,0.297670,49.85,0.973
2025-02-18 15:00:00,223.89,3.6927,826.73,1234.92,0.206684,49.98,0.900
2025-02-18 15:15:00,223.38,3.3871,756.62,1367.04,0.189154,50.02,0.856
2025-02-18 15:30:00,218.41,3.7678,822.92,1800.13,0.205731,50.12,0.928
2025-02-18 15:45:00,222.27,3.6221,805.09,1584.00,0.201272,49.96,0.864
2025-02-18 16:00:00,221.98,2.3967,532.01,891.33,0.133003,49.93,0.866
2025-02-18 16:15:00,223.76,2.4689,552.46,1155.58,0.138115,49.84,0.968
2025-02-18 16:30:00,225.62,2.4464,551.95,1008.81,0.137989,49.93,0.939
2025-02-18 16:45:00,222.67,2.5749,573.36,804.24,0.143340,50.17,0.939
2025-02-18 17:00:00,223.70,2.8195,630.72,1676.25,0.157681,50.17,0.958
2025-02-18 17:15:00,221.05,1.7485,386.50,749.32,0.096624,49.80,0.913
2025-02-18 17:30:00,222.06,1.4645,325.21,697.22,0.081303,50.07,0.868
2025-02-18 17:45:00,223.48,1.3674,305.57,444.32,0.076393,50.12,0.913
2025-02-18 18:00:00,220.63,1.4147,312.12,452.24,0.078029,50.10,0.855
2025-02-18 18:15:00,227.24,1.3039,296.29,495.89,0.074072,49.98,0.872
2025-02-18 18:30:00,225.85,1.5798,356.80,754.61,0.089199,50.06,0.958
2025-02-18 18:45:00,225.71,1.5214,343.40,601.92,0.085850,50.00,0.857
2025-02-18 19:00:00,227.40,1.3707,311.69,491.48,0.077924,49.89,0.922
2025-02-18 19:15:00,220.70,1.3041,287.82,589.46,0.071955,50.19,0.852
2025-02-18 19:30:00,223.29,1.5121,337.64,741.97,0.084411,49.96,0.938
2025-02-18 19:45:00,219.65,1.4381,315.89,452.06,0.078972,49.90,0.918
2025-02-18 20:00:00,222.21,1.5421,342.66,653.75,0.085665,49.87,0.860
2025-02-18 20:15:00,223.97,1.4344,321.26,683.16,0.080315,49.98,0.913
2025-02-18 20:30:00,217.51,1.2433,270.42,470.00,0.067605,49.86,0.915
2025-02-18 20:45:00,225.49,1.3200,297.65,434.14,0.074412,50.06,0.877
2025-02-18 21:00:00,224.77,1.4330,322.10,556.32,0.080525,49.89,0.875
2025-02-18 21:15:00,220.36,1.8270,402.60,1022.51,0.100650,50.01,0.880
2025-02-18 21:30:00,226.71,1.2066,273.54,541.49,0.068386,49.94,0.977
2025-02-18 21:45:00,223.32,1.2223,272.97,398.17,0.068242,50.05,0.940
2025-02-18 22:00:00,221.67,1.9755,437.91,920.28,0.109477,49.82,0.968
2025-02-18 22:15:00,226.15,1.6920,382.65,783.98,0.095662,50.17,0.910
2025-02-18 22:30:00,224.41,2.6296,590.11,1236.43,0.147528,50.05,0.882
2025-02-18 22:45:00,226.36,1.9659,445.00,715.99,0.111249,50.16,0.934
2025-02-18 23:00:00,224.81,3.4163,768.01,1346.06,0.192003,50.09,0.905
2025-02-18 23:15:00,227.93,3.6433,830.44,1590.27,0.207610,49.85,0.940
2025-02-18 23:30:00,223.25,3.5714,797.31,1282.29,0.199328,50.11,0.950
2025-02-18 23:45:00,218.30,4.0747,889.51,1787.76,0.222377,50.03,0.888
2025-02-19 00:00:00,222.01,3.9607,879.30,1748.86,0.219826,50.16,0.950
2025-02-19 00:15:00,218.33,4.4486,971.27,2093.09,0.242817,50.19,0.897
2025-02-19 00:30:00,222.60,4.0005,890.51,1715.02,0.222627,49.93,0.955
2025-02-19 00:45:00,223.04,4.0545,904.34,1746.06,0.226084,50.01,0.909
2025-02-19 01:00:00,217.61,3.8633,840.70,1680.26,0.210175,50.19,0.859
2025-02-19 01:15:00,218.12,3.7424,816.29,1458.23,0.204073,50.06,0.895
2025-02-19 01:30:00,220.08,5.9215,1303.23,3030.42,0.325807,49.84,0.948
2025-02-19 01:45:00,222.17,5.3696,1192.95,2901.22,0.298238,49.82,0.950
2025-02-19 02:00:00,218.86,2.2089,483.43,1000.90,0.120858,49.85,0.937
2025-02-19 02:15:00,218.86,2.0036,438.49,934.44,0.109622,50.02,0.948
2025-02-19 02:30:00,227.40,2.4220,550.76,861.41,0.137691,50.18,0.851
2025-02-19 02:45:00,226.97,2.3657,536.95,919.57,0.134237,50.10,0.876
2025-02-19 03:00:00,219.94,1.9511,429.13,809.62,0.107281,50.17,0.899
2025-02-19 03:15:00,226.61,1.8621,421.98,820.94,0.105495,50.19,0.837
2025-02-19 03:30:00,221.16,1.8017,398.45,819.05,0.099612,49.82,0.833
2025-02-19 03:45:00,219.86,2.0987,461.43,809.70,0.115358,49.85,0.940
2025-02-19 04:00:00,225.99,2.4929,563.37,998.36,0.140844,50.16,0.934
2025-02-19 04:15:00,224.18,2.5473,571.06,1113.03,0.142764,49.96,0.940
2025-02-19 04:30:00,225.36,2.6561,598.58,1549.50,0.149645,50.06,0.968
2025-02-19 04:45:00,217.68,2.0616,448.77,909.10,0.112192,50.08,0.886
2025-02-19 05:00:00,221.41,2.3510,520.54,954.24,0.130134,49.91,0.838
2025-02-19 05:15:00,218.77,2.8010,612.77,1076.35,0.153192,49.92,0.826
2025-02-19 05:30:00,221.97,2.2980,510.10,782.37,0.127526,49.87,0.912
2025-02-19 05:45:00,218.97,3.0992,678.64,1355.34,0.169659,50.18,0.830
2025-02-19 06:00:00,218.41,2.4033,524.90,981.79,0.131226,49.99,0.892
2025-02-19 06:15:00,220.76,2.8318,625.13,1063.84,0.156283,50.04,0.837
2025-02-19 06:30:00,224.82,2.5266,568.04,1060.79,0.142009,50.07,0.880
2025-02-19 06:45:00,227.91,2.3972,546.34,1182.46,0.136586,49.96,0.894
2025-02-19 07:00:00,221.33,2.2708,502.59,786.33,0.125647,50.18,0.873
2025-02-19 07:15:00,226.99,3.4297,778.52,1964.01,0.194630,50.00,0.822
2025-02-19 07:30:00,217.93,2.0270,441.73,685.40,0.110432,50.05,0.833
2025-02-19 07:45:00,219.94,1.8527,407.49,583.91,0.101873,49.92,0.850
2025-02-19 08:00:00,219.41,2.2549,494.76,785.76,0.123689,49.94,0.850
2025-02-19 08:15:00,220.20,2.3947,527.33,832.37,0.131832,50.06,0.892
2025-02-19 08:30:00,221.28,2.4066,532.53,998.56,0.133132,49.94,0.837
2025-02-19 08:45:00,217.66,2.4366,530.35,1120.55,0.132588,49.89,0.837
2025-02-19 09:00:00,224.77,3.2257,725.04,1109.59,0.181260,50.16,0.903
2025-02-19 09:15:00,221.21,3.0789,681.09,1370.21,0.170271,49.81,0.915
2025-02-19 09:30:00,220.51,3.0453,671.53,1470.63,0.167881,49.98,0.842
2025-02-19 09:45:00,220.06,3.3292,732.60,1384.45,0.183151,49.92,0.880
2025-02-19 10:00:00,227.71,6.0467,1376.92,2810.33,0.344231,50.00,0.971
2025-02-19 10:15:00,218.27,3.7306,814.26,1412.56,0.203566,50.17,0.896
2025-02-19 10:30:00,222.65,3.6233,806.71,1702.48,0.201678,49.84,0.964
2025-02-19 10:45:00,227.26,4.6043,1046.36,2018.03,0.261589,49.86,0.863
2025-02-19 11:00:00,217.92,4.1520,904.79,1406.07,0.226198,50.14,0.931
2025-02-19 11:15:00,218.91,4.8925,1071.01,1911.54,0.267754,49.88,0.835
2025-02-19 11:30:00,222.46,5.8409,1299.38,2797.49,0.324845,49.83,0.966
2025-02-19 11:45:00,224.00,4.7051,1053.93,1920.08,0.263483,49.83,0.846
2025-02-19 12:00:00,225.34,5.9096,1331.68,2479.56,0.332919,49.92,0.853
2025-02-19 12:15:00,220.17,4.9030,1079.48,1762.32,0.269871,50.07,0.875
2025-02-19 12:30:00,223.01,5.4603,1217.71,2397.64,0.304426,49.82,0.844
2025-02-19 12:45:00,225.99,6.0690,1371.52,2718.78,0.342879,50.19,0.874
2025-02-19 13:00:00,218.03,5.3887,1174.89,2376.46,0.293724,49.85,0.833
2025-02-19 13:15:00,222.89,4.5540,1015.04,1487.87,0.253759,50.17,0.967
2025-02-19 13:30:00,226.32,4.4229,1001.01,1814.33,0.250251,50.18,0.899
2025-02-19 13:45:00,220.54,5.2347,1154.47,2455.26,0.288618,50.00,0.840
2025-02-19 14:00:00,226.68,7.4600,1691.06,3779.91,0.422764,49.86,0.877
2025-02-19 14:15:00,221.16,5.0773,1122.86,2466.69,0.280716,49.93,0.892
2025-02-19 14:30:00,227.07,4.2266,959.75,1483.80,0.239937,50.08,0.974
2025-02-19 14:45:00,223.76,5.0008,1118.99,2141.33,0.279748,49.96,0.949
2025-02-19 15:00:00,223.23,3.2501,725.50,1468.96,0.181376,49.88,0.957
2025-02-19 15:15:00,223.79,3.5064,784.72,1603.56,0.196180,49.80,0.835
2025-02-19 15:30:00,224.42,3.4938,784.07,1253.44,0.196019,49.81,0.886
2025-02-19 15:45:00,224.00,3.2369,725.06,1435.56,0.181266,50.01,0.951
2025-02-19 16:00:00,221.12,2.2836,504.96,957.35,0.126239,50.20,0.943
2025-02-19 16:15:00,218.07,2.2659,494.13,1019.46,0.123533,50.03,0.922
2025-02-19 16:30:00,226.10,4.8892,1105.46,2191.25,0.276366,49.96,0.923
2025-02-19 16:45:00,222.10,2.4944,554.00,867.36,0.138499,49.92,0.970
2025-02-19 17:00:00,222.79,1.6558,368.88,729.12,0.092219,50.11,0.879
2025-02-19 17:15:00,217.68,2.3659,515.01,1145.74,0.128752,49.90,0.943
2025-02-19 17:30:00,223.20,1.3708,305.96,557.06,0.076491,49.92,0.858
2025-02-19 17:45:00,217.85,2.4050,523.93,797.54,0.130982,49.99,0.959
2025-02-19 18:00:00,220.90,1.2890,284.73,531.13,0.071183,50.18,0.834
2025-02-19 18:15:00,225.55,1.2729,287.11,608.45,0.071778,50.20,0.931
2025-02-19 18:30:00,221.87,2.1947,486.95,882.42,0.121739,50.00,0.931
2025-02-19 18:45:00,222.82,1.6484,367.31,538.71,0.091826,50.14,0.932
2025-02-19 19:00:00,218.42,1.2227,267.06,427.61,0.066764,50.15,0.872
2025-02-19 19:15:00,224.53,1.2797,287.33,613.00,0.071833,50.02,0.869
2025-02-19 19:30:00,220.56,1.4006,308.92,635.96,0.077229,49.99,0.914
2025-02-19 19:45:00,224.43,1.2870,288.83,509.92,0.072208,49.82,0.842
2025-02-19 20:00:00,226.92,1.2179,276.36,555.59,0.069089,49.86,0.847
2025-02-19 20:15:00,224.25,1.3735,308.01,500.67,0.077003,50.14,0.975
2025-02-19 20:30:00,226.41,1.4224,322.04,481.82,0.080509,50.14,0.945
2025-02-19 20:45:00,220.09,1.3194,290.39,563.71,0.072597,49.97,0.869
2025-02-19 21:00:00,224.34,1.2899,289.37,415.41,0.072342,50.04,0.923
2025-02-19 21:15:00,224.19,1.3405,300.54,629.66,0.075134,50.06,0.892
2025-02-19 21:30:00,219.46,1.6160,354.65,759.86,0.088662,49.88,0.971
2025-02-19 21:45:00,220.15,1.2984,285.83,439.07,0.071458,49.89,0.877
2025-02-19 22:00:00,221.02,1.6787,371.03,568.36,0.092757,50.19,0.835
2025-02-19 22:15:00,225.96,1.7472,394.79,632.43,0.098697,49.84,0.845
2025-02-19 22:30:00,218.98,1.9437,425.61,895.47,0.106403,49.84,0.968
2025-02-19 22:45:00,221.98,1.7108,379.75,546.53,0.094938,49.92,0.924
2025-02-19 23:00:00,222.80,4.3776,975.32,1557.15,0.243831,49.92,0.847
2025-02-19 23:15:00,217.83,3.9628,863.23,1215.48,0.215807,49.83,0.859
2025-02-19 23:30:00,224.30,4.3515,976.06,1552.08,0.244015,50.19,0.951
2025-02-19 23:45:00,220.66,4.2501,937.81,1838.37,0.234454,49.99,0.828
2025-02-20 00:00:00,226.01,3.9807,899.70,1938.65,0.224925,50.18,0.863
2025-02-20 00:15:00,226.48,4.3432,983.65,2141.12,0.245913,49.88,0.839
2025-02-20 00:30:00,227.38,4.2526,966.96,1958.77,0.241739,50.03,0.867
2025-02-20 00:45:00,222.87,4.3613,972.00,1509.61,0.243000,50.05,0.834
2025-02-20 01:00:00,221.13,3.5434,783.55,1250.29,0.195888,50.15,0.866
2025-02-20 01:15:00,224.87,3.3495,753.22,1220.61,0.188304,50.13,0.931
2025-02-20 01:30:00,223.19,3.2738,730.68,1030.85,0.182670,50.12,0.864
2025-02-20 01:45:00,222.13,3.3680,748.14,1338.31,0.187036,50.19,0.959
2025-02-20 02:00:00,225.85,2.1910,494.84,919.51,0.123711,50.11,0.932
2025-02-20 02:15:00,222.01,2.3154,514.05,822.51,0.128513,49.86,0.897
2025-02-20 02:30:00,218.28,2.3511,513.20,991.58,0.128299,49.95,0.967
2025-02-20 02:45:00,219.26,1.9766,433.40,771.25,0.108349,50.05,0.952
2025-02-20 03:00:00,221.78,2.1483,476.45,746.64,0.119112,50.04,0.973
2025-02-20 03:15:00,219.43,1.8186,399.05,587.49,0.099762,49.93,0.900
2025-02-20 03:30:00,226.78,1.8201,412.77,752.91,0.103192,50.18,0.970
2025-02-20 03:45:00,225.16,1.9690,443.33,909.53,0.110833,50.11,0.865
2025-02-20 04:00:00,225.57,2.2754,513.24,728.23,0.128311,50.08,0.851
2025-02-20 04:15:00,223.48,2.0135,449.98,759.87,0.112494,50.08,0.822
2025-02-20 04:30:00,222.52,2.3929,532.46,1000.58,0.133116,50.07,0.844
2025-02-20 04:45:00,224.85,2.0504,461.02,861.66,0.115256,49.95,0.951
2025-02-20 05:00:00,221.67,2.7039,599.36,1089.42,0.149840,50.00,0.855
2025-02-20 05:15:00,218.89,2.8574,625.45,1028.44,0.156361,49.83,0.822
2025-02-20 05:30:00,225.58,2.6077,588.25,1064.47,0.147063,49.97,0.895
2025-02-20 05:45:00,218.31,2.5014,546.07,1096.06,0.136518,50.03,0.897
2025-02-20 06:00:00,219.06,2.1897,479.69,748.90,0.119923,50.10,0.956
2025-02-20 06:15:00,219.13,2.3928,524.34,1140.79,0.131084,49.82,0.916
2025-02-20 06:30:00,218.99,2.8627,626.90,1039.19,0.156724,50.08,0.832
2025-02-20 06:45:00,222.60,2.1981,489.30,868.95,0.122324,49.95,0.940
2025-02-20 07:00:00,222.04,1.8738,416.07,656.07,0.104018,49.95,0.910
2025-02-20 07:15:00,225.52,1.8501,417.23,629.75,0.104308,49.96,0.839
2025-02-20 07:30:00,220.83,1.8054,398.70,740.46,0.099676,50.15,0.820
2025-02-20 07:45:00,224.74,2.2696,510.07,761.64,0.127518,49.95,0.877
2025-02-20 08:00:00,220.00,2.4503,539.07,920.33,0.134767,50.14,0.890
2025-02-20 08:15:00,221.15,2.5393,561.59,820.22,0.140396,50.01,0.844
2025-02-20 08:30:00,227.70,2.9033,661.08,1517.87,0.165271,50.12,0.862
2025-02-20 08:45:00,227.26,1.8950,430.65,746.61,0.107663,49.90,0.889
2025-02-20 09:00:00,221.89,2.5092,556.77,1216.61,0.139192,50.12,0.836
2025-02-20 09:15:00,220.02,2.9114,640.55,1046.55,0.160138,50.05,0.923
2025-02-20 09:30:00,223.49,3.2867,734.55,1382.70,0.183638,49.94,0.875
2025-02-20 09:45:00,221.68,3.3436,741.22,1335.96,0.185304,50.19,0.925
2025-02-20 10:00:00,227.46,6.1231,1392.79,2396.40,0.348198,49.87,0.824
2025-02-20 10:15:00,218.14,3.7342,814.59,1497.82,0.203647,49.86,0.836
2025-02-20 10:30:00,219.85,3.6501,802.46,1596.64,0.200615,49.98,0.874
2025-02-20 10:45:00,226.06,4.4085,996.58,1605.20,0.249145,50.08,0.947
2025-02-20 11:00:00,227.55,4.9431,1124.78,2079.90,0.281195,50.08,0.878
2025-02-20 11:15:00,222.08,5.1491,1143.50,1799.67,0.285875,50.15,0.915
2025-02-20 11:30:00,222.77,4.6261,1030.56,1894.55,0.257639,49.86,0.920
2025-02-20 11:45:00,221.27,5.3166,1176.38,2256.76,0.294096,49.98,0.943
2025-02-20 12:00:00,218.21,5.9806,1305.01,2547.04,0.326252,49.96,0.854
2025-02-20 12:15:00,218.18,9.9415,2168.98,3934.78,0.542245,50.07,0.873
2025-02-20 12:30:00,222.45,5.2322,1163.93,2273.65,0.290983,50.18,0.848
2025-02-20 12:45:00,226.47,5.8900,1333.89,2922.05,0.333472,50.11,0.911
2025-02-20 13:00:00,222.76,5.1081,1137.88,2171.85,0.284469,50.01,0.865
2025-02-20 13:15:00,218.59,5.8519,1279.15,2651.99,0.319786,49.99,0.834
2025-02-20 13:30:00,225.54,4.3900,990.11,1528.10,0.247528,49.98,0.923
2025-02-20 13:45:00,224.31,5.6064,1257.59,2267.69,0.314398,50.16,0.877
2025-02-20 14:00:00,223.04,4.3453,969.16,1398.88,0.242289,50.11,0.971
2025-02-20 14:15:00,222.96,5.2334,1166.85,2377.69,0.291713,50.03,0.854
2025-02-20 14:30:00,226.73,4.1484,940.58,1318.57,0.235144,50.17,0.906
2025-02-20 14:45:00,220.57,4.3786,965.78,2107.49,0.241445,49.93,0.858
2025-02-20 15:00:00,223.07,3.9996,892.18,1382.06,0.223045,49.97,0.978
2025-02-20 15:15:00,224.82,3.5692,802.42,1380.71,0.200605,50.06,0.908
2025-02-20 15:30:00,221.06,5.4657,1208.24,1990.05,0.302060,49.88,0.858
2025-02-20 15:45:00,226.35,3.7938,858.73,1880.47,0.214682,49.92,0.919
2025-02-20 16:00:00,217.71,2.7673,602.47,1144.35,0.150617,49.84,0.914
2025-02-20 16:15:00,225.49,2.6862,605.73,1224.23,0.151432,50.09,0.890
2025-02-20 16:30:00,224.32,3.5166,788.84,1919.49,0.197210,50.01,0.876
2025-02-20 16:45:00,224.93,2.2281,501.17,718.81,0.125292,49.96,0.825
2025-02-20 17:00:00,225.14,1.7826,401.33,603.67,0.100333,49.98,0.926
2025-02-20 17:15:00,225.62,1.4838,334.79,727.50,0.083697,50.16,0.918
2025-02-20 17:30:00,223.24,2.3929,534.19,999.48,0.133549,50.00,0.980
2025-02-20 17:45:00,223.96,1.6899,378.46,675.08,0.094616,50.17,0.977
2025-02-20 18:00:00,225.36,2.4329,548.29,877.44,0.137072,50.19,0.844
2025-02-20 18:15:00,218.26,1.6594,362.16,645.60,0.090541,50.20,0.844
2025-02-20 18:30:00,223.47,1.5238,340.53,556.27,0.085133,49.81,0.866
2025-02-20 18:45:00,224.92,1.2847,288.96,579.94,0.072240,49.94,0.971
2025-02-20 19:00:00,222.15,1.2128,269.43,575.85,0.067358,50.05,0.979
2025-02-20 19:15:00,222.22,1.3004,288.97,570.54,0.072242,50.12,0.860
2025-02-20 19:30:00,227.96,1.1636,265.25,497.71,0.066312,49.99,0.873
2025-02-20 19:45:00,224.24,1.4994,336.23,609.53,0.084058,49.81,0.844
2025-02-20 20:00:00,225.30,1.2209,275.06,441.35,0.068765,50.14,0.840
2025-02-20 20:15:00,225.15,1.2852,289.37,600.23,0.072342,50.03,0.873
2025-02-20 20:30:00,227.32,1.3785,313.36,532.07,0.078341,50.00,0.971
2025-02-20 20:45:00,226.33,1.3234,299.52,443.74,0.074881,49.83,0.842
2025-02-20 21:00:00,224.03,1.2175,272.74,598.23,0.068186,50.16,0.855
2025-02-20 21:15:00,221.24,1.3354,295.44,532.89,0.073860,50.11,0.879
2025-02-20 21:30:00,225.35,2.0708,466.64,1054.81,0.116661,50.11,0.930
2025-02-20 21:45:00,222.00,1.5142,336.15,584.33,0.084038,50.10,0.858
2025-02-20 22:00:00,218.45,1.9222,419.91,777.01,0.104977,49.80,0.932
2025-02-20 22:15:00,219.79,1.9015,417.92,816.61,0.104481,50.09,0.939
2025-02-20 22:30:00,222.76,2.6260,584.97,1097.08,0.146244,50.16,0.936
2025-02-20 22:45:00,226.98,1.7826,404.61,811.21,0.101152,49.94,0.837
2025-02-20 23:00:00,220.47,4.4142,973.18,1972.16,0.243295,49.83,0.952
2025-02-20 23:15:00,221.45,4.2369,938.27,1766.99,0.234566,49.82,0.892
2025-02-20 23:30:00,220.25,4.1034,903.77,1370.64,0.225941,50.20,0.864
2025-02-20 23:45:00,221.74,4.0274,893.02,1564.13,0.223254,50.04,0.934
2025-02-21 00:00:00,225.81,4.0931,924.29,1643.24,0.231072,50.18,0.851
2025-02-21 00:15:00,221.90,4.2093,934.02,1611.95,0.233504,49.95,0.825
2025-02-21 00:30:00,223.36,8.7415,1952.51,3511.75,0.488128,49.93,0.836
2025-02-21 00:45:00,227.08,4.9222,1117.75,1692.87,0.279437,49.88,0.849
